codigo_cie;codigo_inep;nome_escola;nome_municipio;DS_LATITUDE;DS_LONGITUDE;IDESP_AI_18;IDESP_AF_18;IDESP_EM_18;saresp3EF_Mat;saresp3EF_LP;saresp5EF_Mat;saresp5EF_LP;saresp9EF_Mat;saresp9EF_LP;saresp3EM_Mat;saresp3EM_LP;NO_CATEGORIA;NO_DEPENDENCIA;MEDIA_ALUNOS_TURMA_AI;MEDIA_ALUNOS_TURMA_AF;MEDIA_ALUNOS_TURMA_EM;INSE;COMPLEXIDADE_ESCOLAR;REGULARIDADE_DOCENTE;FUN_AI_CAT_1;FUN_AI_CAT_2;FUN_AI_CAT_3;FUN_AI_CAT_4;FUN_AI_CAT_5;FUN_AI_CAT_6;FUN_AF_CAT_1;FUN_AF_CAT_2;FUN_AF_CAT_3;FUN_AF_CAT_4;FUN_AF_CAT_5;FUN_AF_CAT_6;MED_CAT_1;MED_CAT_2;MED_CAT_3;MED_CAT_4;MED_CAT_5;MED_CAT_6;NUM_Diretores_2014a2019;Sexo_Diretor;Faixa_Etaria_Diretor;TX_RESP_Q004;TX_RESP_Q006;TX_RESP_Q008;TX_RESP_Q010;TX_RESP_Q014;TX_RESP_Q015;TX_RESP_Q016;TX_RESP_Q017;TX_RESP_Q018;TX_RESP_Q019;TX_RESP_Q026;TX_RESP_Q027;TX_RESP_Q028;TX_RESP_Q032;TX_RESP_Q037;TX_RESP_Q038;TX_RESP_Q039;TX_RESP_Q040;TX_RESP_Q041;TX_RESP_Q042;TX_RESP_Q043;TX_RESP_Q044;TX_RESP_Q045;TX_RESP_Q046;TX_RESP_Q047;TX_RESP_Q048;TX_RESP_Q049;TX_RESP_Q050;TX_RESP_Q051;TX_RESP_Q052;TX_RESP_Q053;TX_RESP_Q054;TX_RESP_Q055;TX_RESP_Q077;TX_RESP_Q078;TX_RESP_Q079;TX_RESP_Q080;TX_RESP_Q086;TEM_GREMIO;PEI;ETI;TX_RESP_Q067;TX_RESP_Q068;TX_RESP_Q069;TX_RESP_Q070;TX_RESP_Q071;TX_RESP_Q072;TX_RESP_Q073;TX_RESP_Q074;TX_RESP_Q075;TX_RESP_Q076;TX_RESP_Q081;TX_RESP_Q082;TX_RESP_Q083;TX_RESP_Q084;TX_RESP_Q085;TX_RESP_Q090;TX_RESP_Q091;TX_RESP_Q092;TX_RESP_Q093;TX_RESP_Q094;TX_RESP_Q095;TX_RESP_Q096;TX_RESP_Q097;TX_RESP_Q098;TX_RESP_Q099;TX_RESP_Q100;TX_RESP_Q101;TX_RESP_Q102;TX_RESP_Q103;TX_RESP_Q104;TX_RESP_Q105;TX_RESP_Q106;TX_RESP_Q107;TX_RESP_Q108
607;35000607;TITO PRATES DA FONSECA;SAO PAULO;-23,4769;-46,6641;NULL;3,11;2,14;NULL;NULL;NULL;NULL;248,1;254,8;270,4;271,8;Urbana;Estadual;NULL;30,7;29,2;3,45;Nível 6;2,8;0;0;0;0;0;0;0;0;7,9;68,4;13,2;10,5;0;2,6;15,8;50;23,7;7,9;20;Feminino;De40a49;;B;C;E;G;E;B;B;E;B;;A;B;H;C;A;D;B;C;C;B;C;B;D;C;C;B;B;B;B;B;B;A;B;A;B;B;B;Não;Não;Não;B;B;D;D;B;D;D;B;B;B;A;B;B;B;A;A;A;A;A;B;B;B;A;B;B;A;A;A;A;A;A;A;A;A
619;35000619;REGENTE FEIJO;SAO PAULO;-23,4972;-46,6899;5,36;NULL;NULL;210,2;179,3;221,8;217,7;NULL;NULL;NULL;NULL;Urbana;Estadual;26,5;NULL;NULL;2,98;Nível 2;3;25;39,3;7,1;25;3,6;0;0;0;0;0;0;0;0;0;0;0;0;0;24;Feminino;55mais;D;B;;I;G;E;G;B;G;B;B;E;D;H;E;A;F;D;D;D;B;C;D;C;C;C;B;C;C;C;B;D;A;B;A;B;A;B;Sim;Não;Não;D;A;A;A;B;A;A;A;A;B;A;A;B;B;A;B;B;B;B;B;B;B;B;B;B;A;A;A;A;A;B;A;A;A
632;35000632;AUGUSTO DE MACEDO COSTA DOUTOR;SAO PAULO;-23,48028;-46,6969;6,44;NULL;NULL;227,4;186,4;246;225,9;NULL;NULL;NULL;NULL;Urbana;Estadual;30,8;NULL;NULL;4,8;Nível 1;2,7;0;54,2;33,3;8,3;0;4,2;0;0;0;0;0;0;0;0;0;0;0;0;16;Masculino;55mais;;B;C;I;A;G;D;D;G;A;B;E;B;H;D;C;A;F;B;D;B;D;D;D;D;D;B;D;D;D;D;D;B;A;A;A;A;B;Sim;Não;Sim;A;B;D;C;A;A;A;A;A;D;A;A;B;B;A;A;A;B;B;B;B;B;B;B;B;A;A;A;B;A;B;B;B;A
644;35000644;PIO XII;SAO PAULO;-23,50585;-46,70942;4,47;NULL;NULL;194,2;180,7;207,1;199,3;NULL;NULL;NULL;NULL;Urbana;Estadual;22,2;NULL;NULL;3,28;Nível 2;2,5;21,4;21,4;28,6;28,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;Feminino;Ate24;G;B;C;H;G;G;A;A;F;B;A;A;B;F;C;B;D;B;D;D;B;C;C;C;C;C;D;B;A;D;C;A;A;A;A;A;A;B;Sim;Não;Não;B;A;A;A;C;A;A;B;A;A;B;A;B;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A
656;35000656;FRONTINO GUIMARAES;SAO PAULO;-23,49644;-46,62777;NULL;4,04;NULL;NULL;NULL;NULL;NULL;268,7;256,6;NULL;NULL;Urbana;Estadual;NULL;34,6;NULL;3,07;Nível 2;2,8;0;0;0;0;0;0;0;30,7;38,5;30,8;0;0;0;0;0;0;0;0;12;Masculino;De30a29;G;B;A;I;D;E;C;A;D;B;B;E;D;F;E;D;E;D;D;D;B;D;D;C;D;D;A;B;B;C;A;A;B;B;A;A;A;B;Sim;Sim;Não;C;A;B;A;B;A;A;A;A;A;A;B;B;A;A;A;A;B;B;B;B;B;B;B;B;A;B;A;A;A;B;A;A;A
668;35000668;ROMULO PERO PROFESSOR;SAO PAULO;-23,49398;-46,63784;NULL;3,41;2,89;NULL;NULL;NULL;NULL;255,3;246,3;277,7;283,5;Urbana;Estadual;NULL;35,1;35,3;1,27;Nível 4;2,5;0;0;0;0;0;0;0;6;18,2;60,6;9,1;6,1;0;3,6;10,7;71,4;10,7;3,6;28;Masculino;De40a49;;B;C;I;G;E;C;A;F;B;A;D;D;H;C;C;A;H;B;;A;C;C;C;C;C;A;C;C;B;B;A;B;B;A;A;A;B;Sim;Não;Sim;C;A;A;B;B;A;A;A;A;A;A;A;B;B;A;B;A;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;B;A
673;35000673;PAULO EGYDIO DE OLIVEIRA CARVALHO SENADOR;SAO PAULO;-23,51499;-46,58198;NULL;3,45;2,38;NULL;NULL;NULL;NULL;261,1;258,4;275,5;281,2;Urbana;Estadual;NULL;33,4;37,8;3,75;Nível 4;3,2;0;0;0;0;0;0;0;3;9,4;71,9;9,4;6,3;0;2,4;11,6;58,1;16,3;11,6;20;Feminino;55mais;H;B;E;I;G;H;D;D;B;B;B;E;E;H;E;C;E;F;D;D;B;D;D;D;D;D;A;C;C;C;C;C;C;B;A;A;A;B;Sim;Não;Não;D;A;D;A;A;A;B;B;A;C;A;B;B;B;A;B;A;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;A;A
681;35000681;TOLEDO BARBOSA;SAO PAULO;-23,50193;-46,61179;5,84;3,44;NULL;220,6;196,9;237,8;217,6;254,5;259,3;NULL;NULL;Urbana;Estadual;27,1;31,4;NULL;2,83;Nível 3;2,6;21;42,1;21,1;15,8;0;0;0;0;6,6;80;6,7;6,7;0;0;0;0;0;0;18;Feminino;De40a49;D;B;C;G;C;E;C;C;G;B;B;E;D;F;E;C;F;H;D;D;B;B;B;D;C;D;B;D;A;B;B;B;A;B;A;B;A;B;Sim;Não;Não;B;A;A;A;B;A;B;A;A;B;A;A;B;B;B;A;A;B;B;B;B;B;B;A;B;B;B;B;B;A;B;B;B;A
700;35000700;HORACIO LAFER MINISTRO;SAO PAULO;-23,5139;-46,58466;5,36;NULL;NULL;235,2;194,4;223,4;213,9;NULL;NULL;NULL;NULL;Urbana;Estadual;29,4;NULL;NULL;4,54;Nível 2;3,3;0;57,9;18,4;18,4;0;5,3;0;0;0;0;0;0;0;0;0;0;0;0;16;Masculino;55mais;H;B;C;G;D;F;E;D;G;B;B;E;A;H;C;B;A;H;D;D;B;D;D;D;D;D;B;C;C;C;D;A;A;B;A;A;A;A;Sim;Não;Não;D;C;C;B;C;A;A;A;A;A;A;A;B;B;A;B;B;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;A;A
711;35000711;NARBAL FONTES PROFESSORA;SAO PAULO;-23,50029;-46,60575;NULL;3,33;3,03;NULL;NULL;NULL;NULL;275,3;246,6;277,7;295,5;Urbana;Estadual;NULL;35,4;31,7;1,82;Nível 5;3,6;0;0;0;0;0;0;0;5,2;5,3;57,9;10,5;21,1;0;3,8;7,7;46,2;19,2;23,1;8;Masculino;De40a49;D;B;C;H;G;E;C;C;F;B;A;A;A;F;E;C;F;I;D;D;B;B;C;D;D;D;A;B;B;C;B;A;A;A;A;B;A;B;Sim;Não;Sim;B;B;B;B;A;A;B;A;A;B;A;A;B;B;A;A;A;B;A;B;B;A;A;A;B;A;A;A;A;A;A;B;B;A
723;35000723;OCTAVIO MENDES DOUTOR;SAO PAULO;-23,48915;-46,6262;NULL;3,73;3,1;NULL;NULL;NULL;NULL;258,8;250,9;285,5;292;Urbana;Estadual;NULL;33,3;33,9;2,08;Nível 4;2,5;0;0;0;0;0;0;0;5,2;5,3;52,6;31,6;5,3;0;13,9;11,1;44,4;25;5,6;28;Feminino;De40a49;;B;C;H;G;F;C;C;G;B;B;E;C;D;C;A;D;H;C;C;B;D;B;D;D;D;A;B;B;B;A;A;A;A;A;A;A;B;Sim;Não;Não;A;A;C;A;A;A;A;A;A;A;A;B;B;B;A;A;A;B;B;B;B;B;A;B;B;A;A;A;A;A;A;A;A;A
735;35000735;PAUL HUGON PROF;SAO PAULO;-23,4711;-46,6354;NULL;3,69;2,24;NULL;NULL;NULL;NULL;265,5;261,8;272,1;280,5;Urbana;Estadual;NULL;26,4;31,9;1,65;Nível 6;2,9;0;0;0;0;0;0;0;6,3;0;62,5;15,6;15,6;0;1,7;13,6;52,5;22;10,2;24;Masculino;De50a54;F;B;C;I;F;D;E;D;G;B;B;E;D;H;E;C;E;B;D;D;B;C;C;C;C;C;B;C;C;C;B;B;A;B;A;A;A;B;Sim;Não;Não;B;B;C;C;B;A;D;C;C;B;A;A;B;B;A;A;A;B;B;B;B;B;A;B;B;A;A;A;A;A;A;A;A;A
747;35000747;MARIA MONTESSORI;SAO PAULO;-23,50017;-46,59313;NULL;2,8;2,6;NULL;NULL;NULL;NULL;245;240,5;272,9;283,6;Urbana;Estadual;NULL;27,7;36,6;2,68;Nível 4;2,8;0;0;0;0;0;0;0;4;8;64;20;4;0;5,6;5,6;58,3;22,2;8,3;4;Masculino;De40a49;D;D;C;H;G;E;D;C;F;B;A;C;D;E;E;C;C;B;D;E;B;C;C;C;C;C;C;B;B;C;B;B;B;B;A;A;A;B;Sim;Não;Não;B;B;B;B;B;B;B;B;B;B;A;A;B;B;A;A;A;B;B;B;B;A;A;B;B;A;A;A;A;A;A;A;B;B
760;35000760;AFRANIO PEIXOTO;SAO PAULO;-23,50844;-46,59697;NULL;3,16;2,98;NULL;NULL;NULL;NULL;249,9;247;289,3;290;Urbana;Estadual;NULL;28;29,3;1,77;Nível 4;2,2;0;0;0;0;0;0;0;17,6;5,9;64,7;5,9;5,9;0;10;16,7;53,3;10;10;20;Feminino;55mais;;B;C;H;G;E;D;D;F;B;B;B;A;E;C;A;F;H;E;E;B;D;D;D;D;D;A;D;B;B;B;A;A;B;A;A;A;B;Sim;Não;Não;A;B;B;A;A;A;B;C;A;B;A;A;A;B;A;A;B;A;A;A;B;B;B;B;B;B;B;B;B;A;B;B;B;B
772;35000772;VISCONDE DE INHAUMA ALMIRANTE;SAO PAULO;-23,4767;-46,6335;6,18;NULL;NULL;227,9;190,4;234,3;225,2;NULL;NULL;NULL;NULL;Urbana;Estadual;30,3;NULL;NULL;2,77;Nível 2;3,4;0;44,5;22,2;25,9;7,4;0;0;0;0;0;0;0;0;0;0;0;0;0;8;Feminino;De50a54;D;B;C;H;C;H;C;C;G;A;B;E;B;F;C;C;A;B;B;D;A;C;D;D;D;C;A;B;B;B;D;A;A;A;A;A;A;B;Não;Não;Não;D;A;A;A;D;A;A;A;A;C;B;B;B;B;A;A;A;B;A;B;B;B;B;B;B;A;A;A;A;A;B;A;A;A
796;35000796;HEROIS DA FEB;SAO PAULO;-23,51195;-46,56898;NULL;2,54;1,75;NULL;NULL;NULL;NULL;240,8;245,3;274,5;269,1;Urbana;Estadual;NULL;25,3;30,2;5,08;Nível 4;3;0;0;0;0;0;0;0;7,2;0;64,3;21,4;7,1;0;5,4;10,8;62,2;18,9;2,7;16;Masculino;De40a49;H;B;C;J;G;E;C;C;E;B;B;B;;D;C;B;F;B;C;D;B;C;C;B;C;D;A;B;B;B;B;A;A;B;A;A;B;;Sim;Não;Não;B;B;D;A;B;A;D;B;A;D;A;A;B;B;A;A;A;B;B;B;B;A;A;A;B;B;B;B;B;B;B;A;B;A
838;35000838;JOAO VIEIRA DE ALMEIDA;SAO PAULO;-23,51826;-46,58943;NULL;3,8;2,19;NULL;NULL;NULL;NULL;257;257,9;268,5;270,4;Urbana;Estadual;NULL;31,8;31,3;3,55;Nível 6;2,7;0;0;0;0;0;0;0;3,7;7,1;46,4;21,4;21,4;0;5;10,3;38,5;23,1;23,1;4;Feminino;De50a54;H;B;C;I;A;F;E;C;G;B;B;B;D;F;C;C;D;B;D;D;B;C;C;C;D;D;A;B;C;D;C;B;B;A;A;A;A;B;Sim;Não;Não;B;D;D;A;A;A;D;B;C;C;A;A;B;B;A;B;B;B;B;B;B;B;B;B;B;A;A;A;B;A;A;B;B;A
848;35000848;JOAQUIM LEME DO PRADO PROFESSOR;SAO PAULO;-23,48823;-46,65228;NULL;4,43;3,09;NULL;NULL;NULL;NULL;265,2;278,3;288,7;285,1;Urbana;Estadual;NULL;35;39,3;2,37;Nível 4;3,1;0;0;0;0;0;0;0;13,1;15,8;55,3;13,2;2,6;0;0;24,3;62,2;5,4;8,1;12;Feminino;De40a49;D;B;C;G;G;F;A;A;G;B;A;A;E;F;C;D;D;B;D;D;B;D;C;D;D;D;B;B;B;C;C;A;A;A;A;A;A;B;Sim;Não;Não;C;B;A;A;C;A;B;B;B;B;A;A;B;B;A;A;A;B;B;B;B;A;A;B;B;A;A;A;A;A;A;A;A;A
863;35000863;JOSE MARCELINO DA FONSECA MAJOR;SAO PAULO;-23,47079;-46,62896;7,45;NULL;NULL;246,3;220;260,3;248,8;NULL;NULL;NULL;NULL;Urbana;Estadual;30;NULL;NULL;1,73;Nível 2;3,4;0;50;26,9;23,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;Feminino;De40a49;D;B;A;J;G;C;G;F;G;B;B;E;E;F;E;D;D;H;B;B;B;D;D;D;D;;A;B;B;C;B;A;B;;A;A;A;B;Não;Não;Não;B;B;B;B;A;A;B;B;A;B;A;A;B;A;A;A;A;B;B;B;B;B;B;B;B;A;A;A;A;A;B;A;A;A
899;35000899;PEDRO COSTA DEPUTADO;SAO PAULO;-23,49346;-46,60281;5,43;NULL;NULL;225,5;173,3;223,5;211,7;NULL;NULL;NULL;NULL;Urbana;Estadual;26,6;NULL;NULL;3,52;Nível 2;2,5;33,3;20;20;26,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;Feminino;De40a49;H;B;C;F;G;E;D;A;F;B;A;A;B;F;E;A;A;H;D;D;B;C;D;D;D;C;B;B;B;B;B;A;A;B;A;A;A;B;Sim;Não;Não;C;C;B;A;C;A;B;A;B;A;A;A;B;B;A;B;A;B;B;B;B;B;B;B;B;A;A;A;B;A;B;B;B;A
905;35000905;CARLOS DE LAET PROF;SAO PAULO;-23,477;-46,6243;NULL;3,04;3,49;NULL;NULL;NULL;NULL;249,2;239,5;293;306,4;Urbana;Estadual;NULL;27,3;25;3,3;Nível 4;2,4;0;0;0;0;0;0;0;32;4;44;16;4;0;13,7;13,6;54,5;18,2;0;32;Feminino;De40a49;H;B;C;H;F;E;C;B;E;B;B;B;D;F;C;B;A;B;D;D;B;D;D;C;C;D;B;D;D;C;C;B;A;B;A;A;A;B;Sim;Não;Não;D;D;C;A;C;A;D;C;C;C;A;A;B;B;A;A;A;B;A;B;B;A;A;B;B;A;A;A;A;A;A;A;A;A
917;35000917;ANTONIO LISBOA PROFESSOR;SAO PAULO;-23,50463;-46,62108;NULL;3,16;2,7;NULL;NULL;NULL;NULL;252,2;249,4;288,5;288,9;Urbana;Estadual;NULL;34;31;1,28;Nível 5;2,9;0;0;0;0;0;0;0;3;12,1;63,6;15,2;6,1;0;0;9,1;77,3;4,5;9,1;20;Feminino;55mais;F;B;C;H;G;F;B;A;G;B;B;B;D;H;C;A;F;H;D;D;B;D;C;D;D;D;A;B;A;C;C;B;A;B;A;A;A;B;Sim;Não;Não;A;B;A;A;A;A;C;A;A;A;A;A;B;B;A;A;A;B;B;B;B;A;A;B;B;A;A;A;A;A;A;B;A;A
942;35000942;BUENOS AIRES;SAO PAULO;-23,5001;-46,61625;NULL;NULL;3,52;NULL;NULL;NULL;NULL;NULL;NULL;293,6;293,4;Urbana;Estadual;NULL;NULL;34,3;2,7;Nível 2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;12,5;62,5;25;0;0;12;Feminino;55mais;;B;A;K;D;H;D;C;G;B;B;E;A;;E;C;D;I;D;D;B;D;C;D;D;D;A;B;B;B;B;A;A;B;A;A;A;B;Sim;Sim;Não;A;A;A;A;A;A;A;A;A;A;A;A;B;B;A;B;B;B;B;B;B;B;B;B;B;B;A;A;A;A;A;B;B;A
966;35000966;GONCALVES DIAS;SAO PAULO;-23,49443;-46,60326;NULL;3,2;2,5;NULL;NULL;NULL;NULL;246,1;248,8;274,5;287,8;Urbana;Estadual;NULL;25,7;27,4;1,61;Nível 4;2,5;0;0;0;0;0;0;0;0;6,6;66,7;26,7;0;0;7,1;21,4;53,6;17,9;0;24;Feminino;De40a49;G;B;D;J;G;H;B;A;G;B;A;A;E;F;C;A;E;H;C;D;B;D;C;C;C;C;B;B;B;C;B;B;A;B;A;A;A;B;Sim;Não;Não;B;A;B;D;A;A;D;A;A;C;A;A;B;B;A;A;A;B;B;B;B;B;A;B;B;A;A;A;A;A;A;A;A;A
978;35000978;CASIMIRO DE ABREU;SAO PAULO;-23,5079;-46,60173;NULL;4,35;3,79;NULL;NULL;NULL;NULL;277,7;267,2;306,9;296,6;Urbana;Estadual;NULL;34,9;35,1;2,46;Nível 3;2,8;0;0;0;0;0;0;0;5,2;63,2;21,1;10,5;0;0;13,7;72,7;9,1;4,5;0;12;Masculino;De50a54;H;B;C;J;D;F;F;C;G;B;B;E;D;H;E;B;A;E;D;D;B;C;D;D;C;B;B;C;C;C;B;B;A;B;B;A;A;B;Sim;Sim;Não;C;B;B;A;C;A;A;A;A;B;A;A;B;B;A;A;A;B;B;B;B;B;B;B;B;A;A;A;A;A;B;A;B;A
985;35000985;REPUBLICA DA BOLIVIA;SAO PAULO;-23,48499;-46,63159;6,72;NULL;NULL;210,3;190,3;248,2;233,5;NULL;NULL;NULL;NULL;Urbana;Estadual;28,9;NULL;NULL;3,17;Nível 2;2,8;9,7;54,8;9,7;22,6;3,2;0;0;0;0;0;0;0;0;0;0;0;0;0;20;Masculino;55mais;D;B;C;I;A;H;E;A;G;B;B;E;C;H;C;C;F;H;D;D;B;C;C;C;C;C;B;C;B;C;C;B;C;B;A;A;A;B;Não;Não;Não;C;B;A;A;A;A;D;A;A;B;A;A;B;A;A;A;A;B;B;B;B;B;B;A;B;A;A;A;A;A;A;B;B;A
1004;35001004;EURICO FIGUEIREDO PROF;SAO PAULO;-23,4702;-46,5866;NULL;2,83;2,35;NULL;NULL;NULL;NULL;241,1;237,8;266,3;276,9;Urbana;Estadual;NULL;31,4;37,2;3,41;Nível 4;2,7;0;0;0;0;0;0;0;10,1;23,3;60;3,3;3,3;0;3,9;19,2;65,4;3,8;7,7;20;Masculino;De40a49;F;D;C;I;G;F;E;C;E;B;B;D;D;H;C;C;A;E;D;D;B;C;D;D;D;D;B;C;C;C;B;A;A;A;A;A;A;B;Sim;Não;Não;B;B;D;B;B;A;C;C;B;C;A;A;B;B;A;A;A;B;B;B;B;B;A;B;B;A;A;A;A;A;A;A;A;A
1016;35001016;ALBERTO CARDOSO DE MELLO NETO DR;SAO PAULO;-23,4644;-46,6046;NULL;3,25;2,22;NULL;NULL;NULL;NULL;252,9;243,3;267,1;268,3;Urbana;Estadual;NULL;33,3;38,1;2,57;Nível 4;2,8;0;0;0;0;0;0;0;9;9,1;69,7;6,1;6,1;0;3,6;12,5;48,2;23,2;12,5;12;Feminino;55mais;D;B;B;H;C;G;C;C;G;B;B;E;D;H;E;C;A;B;D;D;B;D;C;D;D;D;B;C;C;D;D;D;B;B;A;A;A;B;Sim;Não;Não;C;C;B;A;A;A;B;C;A;C;A;A;B;A;A;B;A;B;B;B;B;B;A;B;B;A;A;A;A;A;A;A;A;A
1028;35001028;VICTOR DOS SANTOS CUNHA PROF;SAO PAULO;-23,4915;-46,5713;NULL;2,38;1,81;NULL;NULL;NULL;NULL;231,9;230,2;258;260,5;Urbana;Estadual;NULL;28,5;31,3;4,07;Nível 4;2,6;0;0;0;0;0;0;0;8;4;64;16;8;0;0;9,7;54,8;25,8;9,7;24;Masculino;De30a29;H;B;C;E;C;F;A;A;E;B;A;A;C;H;C;C;F;B;D;D;B;C;C;C;C;C;B;C;C;C;C;C;C;B;A;A;A;B;Sim;Não;Não;A;A;A;A;A;A;A;A;A;A;A;A;B;B;A;A;A;B;B;B;B;B;A;B;B;A;A;A;A;A;A;A;A;A
1041;35001041;JOHANN GUTENBERG;SAO PAULO;-23,4736;-46,5633;NULL;2,81;1,87;NULL;NULL;NULL;NULL;232,7;243,4;258,6;262,6;Urbana;Estadual;NULL;29;31,8;3,74;Nível 4;2,8;0;0;0;0;0;0;0;4;8;64;16;8;0;0;10;70;16,7;3,3;32;Masculino;De40a49;H;B;C;F;C;G;B;B;F;B;B;D;A;F;C;A;A;I;D;D;B;C;C;C;C;C;B;B;B;D;C;B;A;B;A;A;A;B;Sim;Não;Não;A;D;B;A;A;B;D;B;B;B;A;A;B;B;A;A;A;B;A;B;B;A;A;B;B;A;A;A;A;A;A;A;A;A
1053;35001053;LUIZ AMARAL WAGNER PROF;SAO PAULO;-23,4735;-46,5811;5,33;NULL;NULL;227,8;201,9;224,4;213,1;NULL;NULL;NULL;NULL;Urbana;Estadual;25,3;NULL;NULL;4,54;Nível 2;2,8;30,3;24,2;27,3;12,1;6,1;0;0;0;0;0;0;0;0;0;0;0;0;0;8;Feminino;De50a54;D;B;C;I;A;E;E;E;G;B;A;A;B;F;C;A;F;H;D;D;B;C;D;C;D;D;B;D;D;C;D;A;B;A;A;A;A;B;Sim;Não;Não;C;C;A;A;A;A;A;A;A;A;A;A;B;B;A;A;A;B;B;B;B;B;B;A;B;B;B;B;B;B;B;B;B;A
1065;35001065;DAVID EUGENIO DOS SANTOS PROF;SAO PAULO;-23,48359;-46,58982;5,43;NULL;NULL;213,1;195,6;222;217,1;NULL;NULL;NULL;NULL;Urbana;Estadual;27,8;NULL;NULL;2,24;Nível 2;2,9;5;36,6;14,6;34,1;7,3;2,4;0;0;0;0;0;0;0;0;0;0;0;0;20;Feminino;De40a49;H;B;A;H;D;G;B;B;G;B;B;E;A;H;C;C;E;B;D;D;B;C;C;C;C;C;C;C;C;C;B;A;B;B;A;A;A;B;Não;Não;Não;C;D;D;A;B;A;C;C;B;B;A;A;B;B;A;A;A;B;B;B;B;B;B;A;B;A;A;A;B;A;B;B;B;A
1077;35001077;JUDITH GUIMARAES DOS SANTOS PROFA;SAO PAULO;-23,4564;-46,5972;6,02;NULL;NULL;244,2;205,6;235,1;221,1;NULL;NULL;NULL;NULL;Urbana;Estadual;32,1;NULL;NULL;3,26;Nível 2;2,9;0;51,2;11,1;33,3;4,4;0;0;0;0;0;0;0;0;0;0;0;0;0;8;Feminino;De50a54;H;B;C;H;G;F;B;B;G;B;B;D;C;H;C;C;D;B;D;D;B;D;D;D;D;D;D;C;C;C;D;D;C;B;A;A;A;B;Sim;Não;Não;C;D;B;B;B;B;A;B;B;B;A;A;B;B;A;B;A;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;B;A
1089;35001089;GABRIELA MISTRAL;SAO PAULO;-23,47837;-46,56237;3,97;2,78;NULL;242,3;199,4;202,5;193,3;238,1;241;NULL;NULL;Urbana;Estadual;27,5;33,1;NULL;5,2;Nível 3;2,2;18,7;50;12,5;12,5;6,3;0;0;11,1;11,1;61,1;0;16,7;0;0;0;0;0;0;18;Feminino;55mais;H;B;C;I;G;H;C;E;G;B;B;E;C;H;E;A;A;H;D;D;B;C;C;D;D;D;C;B;B;D;B;B;A;A;A;A;A;B;Sim;Não;Não;B;B;A;B;C;A;D;B;B;B;A;B;B;B;A;A;A;B;B;B;B;B;A;B;B;A;A;A;A;A;A;A;A;A
1090;35001090;JOSE MARIA REYS PROF;SAO PAULO;-23,49739;-46,58726;6,43;NULL;NULL;219;205,6;240,8;229,9;NULL;NULL;NULL;NULL;Urbana;Estadual;27,3;NULL;NULL;3,13;Nível 2;3,3;11,4;38,6;15,9;27,3;4,5;2,3;0;0;0;0;0;0;0;0;0;0;0;0;16;Feminino;De50a54;D;B;C;I;A;F;G;E;G;B;B;E;E;H;E;A;A;H;D;D;B;C;C;C;D;C;B;B;B;A;B;A;A;A;A;A;A;B;Sim;Não;Não;C;A;B;A;A;A;A;B;A;A;A;A;B;B;A;A;A;B;B;B;B;B;B;B;B;A;B;A;B;A;B;A;A;A
1119;35001119;EURIPEDES DE CASTRO;SAO PAULO;-23,4805;-46,5755;6,46;NULL;NULL;211,3;185,6;242,7;223,5;NULL;NULL;NULL;NULL;Urbana;Estadual;30,8;NULL;NULL;4,69;Nível 2;3,4;0;56,7;13,3;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;Masculino;De50a54;I;B;C;J;A;D;C;C;G;B;B;E;D;F;E;A;D;H;D;D;B;C;C;C;C;C;A;B;B;C;B;D;A;A;B;A;A;B;Sim;Não;Não;D;B;D;A;D;A;D;D;D;B;A;B;A;B;A;A;A;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;A;A
1120;35001120;EXPEDICIONARIO BRASILEIRO;SAO PAULO;-23,48257;-46,62004;6,54;NULL;NULL;207;198,4;244,2;229,8;NULL;NULL;NULL;NULL;Urbana;Estadual;28;NULL;NULL;1,45;Nível 2;2,9;2,5;45,2;21,4;19;7,1;4,8;0;0;0;0;0;0;0;0;0;0;0;0;20;Feminino;55mais;;B;C;I;G;F;D;C;G;B;A;A;A;H;E;D;F;B;D;D;B;C;D;D;D;D;B;B;B;B;B;B;A;A;A;A;A;B;Não;Não;Não;D;D;C;A;A;A;B;A;A;B;A;A;B;B;A;A;A;B;B;B;B;B;B;B;B;B;A;A;B;A;B;A;A;A
